gene,8C_C1,8C_C2,2PN_1,2PN_2,2PN_3,2PN_4,2PN_5,2PN_6,2PN_7,2PN_8,2PN_9,2PN_10,3PN_1,3PN_2,3PN_3,3PN_4
COPS3,1.669930318,1.643834786,1.762435096,2.085083195,1.860001403,1.625870398,1.816778233,1.937311929,2.004422841,1.948481186,2.047808546,1.953605802,1.799867931,1.985649223,1.962793856,1.647775712
TMEM189-UBE2V1,1.639929522,1.667903451,2.166519805,2.594493322,2.085089264,2.097914676,1.924335586,1.941719983,1.909908243,2.231998374,2.114394784,2.060321919,2.159264826,1.973097683,1.920275877,2.535615101
VPS72,1.697754938,1.604390592,2.109345485,2.367035878,1.714176898,1.617227633,1.412975229,2.345854685,1.783886395,1.740174008,1.888088867,1.911418997,1.479245819,1.577674546,2.441143857,2.619925172
RNF113A,1.699817614,1.601009466,1.400519857,1.782174392,2.243537076,1.847306078,1.780856856,2.061698962,2.246072448,2.223008417,2.478933255,2.243186676,1.744859466,2.46395104,2.014737632,1.461229073
SMN2,1.641392499,1.655063003,1.429975021,1.532240436,1.966901295,1.666295535,1.63195782,1.68216196,1.732600242,1.553214208,1.844722399,1.52688981,1.677389569,1.674753426,1.820259208,1.704803184
KANSL2,1.64626116,1.628789318,1.147437938,1.547934122,1.675195593,1.85701106,1.733393416,1.90999577,1.902684927,2.009525255,2.059250553,1.71065165,1.752941791,1.829842543,2.008245353,1.415738535
ZNF597,1.686111045,1.586462962,1.369644929,1.627450147,1.339587174,1.298939708,0.940465333,1.842233812,1.593111982,1.194114829,1.803235473,1.578986507,1.070173863,1.468199586,1.856667215,1.838234539
RFPL1,1.476417707,1.761893875,-0.844864179,-0.44972296,1.629308864,0.38581247,-0.178590571,2.262790561,1.088980104,1.658340572,0.933312776,0.511306502,-1,0.484956338,1.719372891,1.394912524
CALU,1.636227442,1.599419505,0.923471834,1.616214439,1.5205303,1.77637287,1.790663828,1.595324013,1.839583371,1.669671518,1.827104932,1.845470071,1.595537335,1.855180916,1.720608834,1.71220904
COX7A2L,1.620396449,1.5980667,1.934493048,2.084107774,1.823347639,1.884025068,1.900128228,1.573588641,1.685334475,1.877499714,1.822045492,2.007835225,1.882586689,1.947631462,1.427514996,1.87104317
UBXN11,1.618168799,1.59954366,1.649059724,2.293556917,1.306717038,1.448588097,1.384576724,1.970448089,1.622650594,1.495304929,1.568689663,1.722222283,1.25093782,1.613452734,2.0410804,1.622846805
ZP2,1.645893057,1.561264691,1.977394788,2.187342454,0.965531931,0.905363637,0.981348599,1.755731515,1.514887883,1.090728431,1.608606574,1.498766393,1.170714554,0.897174309,1.756226796,1.795157237
DEDD,1.606357667,1.570720237,1.901819469,2.491964372,1.640540324,1.485897668,1.67242929,1.787775167,1.711867459,1.67501762,1.542662089,1.736122911,1.525744065,1.639120223,2.051836386,1.947482355
IK,1.571059,1.597543376,0.956241495,0.847975429,1.652741966,1.89393794,1.662872904,1.644122749,2.071162986,1.862112229,1.913350764,1.979293277,1.648140173,2.105202493,1.542137851,1.338200822
DDX24,1.624026086,1.532313493,0.395848107,0.577411942,1.15273556,1.266715127,0.855404843,1.391310451,1.389761103,1.11742642,1.544629039,1.317910679,1.163389499,1.071880167,1.409811774,1.076231439
SSU72P8,1.469778437,1.681982705,-0.367156671,0.093896698,1.987565007,-1,-0.086362602,1.699421523,1.93304249,2.669410797,1.082144223,0.832740496,-1,-0.678808925,2.67995636,1.660918387
PTRHD1,1.593621356,1.55077427,1.730311898,1.777487373,1.311189291,1.262915161,1.154280157,1.36973159,1.467446023,1.334506396,1.409297671,1.203090112,1.195489962,1.401328232,1.146049995,1.704556709
CCT8,1.54266848,1.582615203,2.074438279,2.503169975,2.089140363,2.053407691,2.14093176,1.899863164,1.733010181,2.104101811,2.037304161,2.102427188,2.275414559,1.923408377,1.930848821,2.233885376
GDI2,1.549879064,1.564464727,2.050366221,2.465781119,1.762748165,1.817281829,1.83034329,1.958681495,1.857850024,1.848532905,1.974971902,1.878878334,1.744373731,1.51824973,1.831405554,2.283654854
AZIN1,1.575448921,1.525520455,1.308586821,1.752180253,1.529463978,1.654600903,1.870964614,2.006118039,1.69460669,2.028681032,2.171624668,1.771662649,1.772168723,1.642970638,2.219609672,1.540636376
SEC61A1,1.607471001,1.484527749,0.964183799,1.529355527,1.604802785,1.691298762,1.710088496,2.064595369,1.604642107,1.704274265,1.671714678,1.96164962,1.458227833,1.776075873,1.853210543,0.64453755
STAU1,1.588413348,1.494073156,1.768500985,2.131305179,1.394329606,1.78205289,1.506603651,1.809884271,1.425543024,1.644665033,1.750429397,1.8045699,1.596944392,1.734938973,2.11102177,1.662418383
TEX37,1.511955648,1.570496473,1.280923302,1.880822107,2.067424623,1.607359468,0.258785693,2.107694548,1.879306894,1.712796209,1.843434613,1.640719687,0.78619777,1.786675414,2.095050035,1.023452889
PRAMEF12,1.525025245,1.540635664,-0.147906899,-1,1.844973982,0.525613841,0.257440368,2.335856895,1.836235569,2.205786335,1.420356614,2.257913479,0.044290304,1.307355605,2.381557626,-1
RBBP5,1.594189262,1.460533895,1.105823411,1.457722523,1.345668432,1.101265231,1.219228815,1.680372613,1.548195588,1.323970528,1.59675806,1.445333368,1.223065323,1.294314515,1.61005335,1.239998354
PITPNB,1.548635428,1.494662644,1.767481354,2.120299779,1.482366277,1.450471435,1.000501581,1.47649687,1.62623481,1.427732561,1.847775324,1.595629466,1.442063305,1.597062366,1.889002693,1.945240102
CHIC2,1.538847595,1.480198019,1.047021617,1.549659361,1.861310216,1.432941726,1.493761185,1.648528524,1.352284228,1.474169043,1.451270347,1.533471837,1.419568344,1.533796453,1.430235225,1.352546015
AC005520.3,1.578527585,1.434818392,1.350625923,2.019627999,1.674081006,1.411338165,1.155758282,1.791890701,1.903598086,1.736507891,1.930919755,2.013800879,1.534011121,1.897148994,1.961950042,1.13070228
CBLL1,1.451324887,1.542925589,0.910265724,1.336783633,1.355982617,1.415299781,1.255130854,1.448977167,1.322164487,1.374496859,1.206191775,1.216760571,1.231012627,1.382004969,1.266518152,1.069298382
NLRP13,1.476910571,1.512448111,2.264725998,2.745259406,1.699207238,0.641503261,0.709894319,2.286654484,1.473435436,0.741955363,1.723407725,1.787165791,0.676221481,0.872407624,2.061362369,2.364211869
WDR45B,1.510724589,1.440067214,1.917974997,2.246254283,1.531296986,1.477705567,1.234429454,1.860431864,1.741939078,1.499375543,1.423121795,1.446113383,1.13693766,1.110746567,2.104129832,1.889876608
AL049844.1,1.467980241,1.473410907,1.376314841,1.161228706,1.648048183,1.499436879,1.282424064,1.330126313,1.42856191,1.665415027,1.766941636,1.655433501,1.556510068,1.749528005,1.786118253,1.539844597
CSNK2A3,1.55116554,1.381301941,1.70364744,2.07000534,1.548582504,1.845688155,1.759741782,1.564322635,1.50471764,1.883549015,1.794586536,1.697104705,1.54616286,1.56124191,2.087603974,1.526085477
TUBB8B,1.437467387,1.491180934,3.09204412,3.996038725,1.909799209,0.607196729,1.383910828,3.264597079,1.422822353,1.489215045,1.620923736,1.893021611,1.007860816,1.406209139,2.573852765,2.324377125
QRICH1,1.449946075,1.466559206,1.209664311,2.074401689,0.777907905,0.916561272,0.965966759,1.616491898,1.437188787,1.202023804,1.40126644,1.332474414,1.010758608,1.216205766,1.552442373,1.082740862
PRAMEF2,1.432921292,1.479606345,-1,-1,1.319981326,0.740854615,-0.448065007,1.891453288,1.745323381,1.59943261,0.962896744,1.779684365,-0.047266551,-0.001173897,2.223895695,-1
UBE2V1,1.4409931,1.461453354,1.931623471,2.34287569,1.85337249,1.867597992,1.689138749,1.661123323,1.666325781,2.000550337,1.884451529,1.82506295,1.925892122,1.751647482,1.646044182,2.304883714
HJURP,1.441405405,1.441813078,1.477911964,2.2689342,1.723825199,1.393690824,1.661107212,1.877717319,1.557759885,1.639159151,1.577763092,1.55139339,1.557841997,1.368969502,2.035779835,1.421714132
AC026464.3,1.474246285,1.386722743,1.820539696,2.045495489,0.962282231,1.621080061,1.030886998,1.603711185,1.318631722,1.351282887,1.480967224,1.704991855,1.297101678,1.641756905,1.613632021,1.830246038
SDAD1,1.441019058,1.414961321,0.868399425,0.901406388,1.757816908,1.674387014,1.670537605,1.518754315,1.87702014,1.779866146,1.846185392,1.879748953,1.753439189,1.782469686,1.789271167,1.829338837
AC243547.3,1.432116349,1.414390073,1.82966088,1.817521934,2.015291994,2.151163347,1.850893423,1.832803362,2.306049402,2.378909185,2.440819438,2.17583723,2.228747427,2.135959695,1.987931318,1.76839092
SMS,1.391984443,1.441035104,1.99037127,2.253094616,1.539352779,0.987835035,0.927575501,1.710213695,1.653947104,0.997745206,1.429207375,1.630267553,0.644005754,0.517656085,1.448671389,2.083352454
RARRES2,1.432399527,1.399359913,2.112949017,2.335762903,1.441253234,0.979484182,1.293863086,1.60986056,1.817700132,1.30037589,1.558519455,1.584381324,1.104597037,1.34989016,1.592199971,2.057276129
SPDYC,1.402862443,1.385194303,2.40434118,2.852991818,1.67779313,1.715388465,1.560105661,2.221036903,1.502780967,1.631455134,1.618829751,1.95814348,1.098067514,1.399953241,2.005285211,2.418459896
SDE2,1.494082723,1.27243048,1.304069655,1.867832113,1.433049623,1.317809544,1.122101528,1.756915884,1.694720079,1.57935883,1.856116135,1.38228771,1.158465022,1.574823161,2.087278251,1.548644506
C17orf49,1.441523583,1.317239064,1.4676846,1.788961119,1.312215028,1.578638522,1.242583166,1.127699439,1.368254893,1.357808731,1.268971607,1.547136082,0.987934846,1.454810572,1.094103063,1.331282305
RIOK3,1.396103408,1.359817465,1.701873783,2.045717186,1.591073516,1.435173781,1.302378556,1.841813115,1.572005169,1.603439289,1.524153914,1.757602194,1.342067204,1.37450951,2.054631437,2.126320416
LARP4,1.405233972,1.336678427,1.194531269,1.647901271,1.322472353,1.453153001,1.202194238,1.638304618,1.583676009,1.569877563,1.582407138,1.695253612,1.311423672,1.576034125,1.907482089,1.395461641
TRAM1,1.372194272,1.354388334,1.577719228,1.934938734,1.640856339,1.557893925,1.758340275,1.254099534,1.397470717,1.706439967,1.661215807,1.757433762,1.621088687,1.542990154,1.476765132,1.583774654
LEO1,1.400442486,1.32106585,0.488563266,0.934066366,1.545023186,1.605548528,1.236826107,1.537589929,1.616883779,1.74083037,1.686273849,1.570499392,1.895873459,1.398591309,1.812400051,1.078021943
SH2D4A,1.367831521,1.35083121,2.408895323,2.745979774,1.288459166,0.550435786,0.699927696,1.595678058,0.985858488,0.815213293,1.484165971,1.410231619,0.475963041,0.635090895,1.768971795,2.446590907
CCDC77,1.434435562,1.284051999,1.446582054,1.399468638,1.111145185,1.20724594,1.07119727,1.451643386,1.223712126,1.224687641,1.417997013,1.419500905,1.134988499,1.20503267,1.625011016,1.866575946
NOL10,1.353442552,1.343869444,0.708115671,0.571754682,1.520092961,1.685407959,1.468399612,1.56263244,1.718037416,1.540086468,1.727467749,1.684428197,1.545026724,1.606158877,1.703966796,1.202137151
SRPK1,1.30369467,1.391671547,1.54795712,1.906050071,1.47619377,1.544067672,1.213854437,1.715838531,1.461942349,1.204310488,1.62744349,1.659497955,1.457080664,1.444090722,1.811394012,1.934588735
RFPL2,1.272522705,1.418050256,-0.440563337,-0.782520767,1.556756825,0.669579238,-0.68280989,1.979605776,1.423813691,2.638855008,0.978764116,0.639002818,-0.490920254,0.508007713,2.425686947,0.258254293
CS,1.356842977,1.326472274,1.424890127,2.107766053,1.237900728,1.658816243,1.570103754,1.798189247,1.811440608,1.768571435,1.711124049,1.715898014,1.332350784,1.755447132,1.892062865,1.656798452
HMMR,1.337834689,1.337718762,0.643069242,0.492490512,1.414627779,1.755448886,1.6723204,1.230904436,1.502887801,1.950134452,1.473123909,1.738913204,1.889912088,2.016595483,1.352869318,1.339551208
HHLA2,1.350724899,1.316911764,2.189531018,2.425361381,1.065848498,1.002174704,0.829002042,1.949547739,1.67104096,0.875369503,1.792733037,1.301635414,0.240161705,1.131639513,1.186797611,2.257250308
NAP1L4,1.366692603,1.30071806,1.318870206,1.443444649,1.379265804,1.450975251,1.214677248,1.222221562,1.536426746,1.171336437,1.594685849,1.479291638,1.082582173,1.258227215,1.448842923,1.383557584
MASTL,1.348830567,1.310272831,0.751025846,1.202503574,1.110757672,1.69630684,1.715648163,1.5534456,1.793695137,1.824352949,1.679589955,1.88347445,1.500328156,1.739689881,1.722408162,1.261506006
GPANK1,1.356170662,1.296328152,1.483191902,1.682156543,1.688827671,1.605084287,1.507827682,1.359456779,1.722675458,1.744076173,1.629427949,1.608534805,1.530516912,1.586574816,1.772996393,1.413100681
CENPU,1.337083309,1.311513344,1.532816526,1.484275347,1.69620248,1.531174038,1.348512223,1.306118232,1.500611585,1.435077146,1.620558271,1.426619252,1.311668901,1.357854266,1.323171836,1.893974254
DNAJC9,1.389007228,1.250203045,1.823244958,2.018728785,1.726819925,1.754836413,1.685213279,1.821365529,1.749271016,1.686439452,1.889005104,1.888741129,1.780039722,1.814476805,1.834103228,2.063937647
NSDHL,1.390906506,1.188234745,1.423557143,1.816068874,1.641074534,1.589458314,1.603962804,1.288069388,1.565635694,1.403297121,1.731800946,1.523875306,1.290493385,1.606488421,1.41274153,0.92735527
ABRAXAS2,1.336525373,1.223283804,1.80145729,2.112509822,1.397248757,1.347777157,1.290298003,1.332442298,1.737771555,1.59290678,1.493198373,1.416491058,1.632124104,1.188269656,1.134291565,1.62543665
CABYR,1.315131578,1.239095425,1.398943112,2.018383398,1.089790344,1.550981781,1.223609367,1.623883104,1.315285004,1.338857533,1.305479704,1.369971318,1.340846494,1.605365391,1.637800429,1.142136889
CDK11B,1.328605738,1.223017746,0.946787939,1.076047467,0.894893199,1.329170215,0.832439076,1.217926275,1.197180966,0.876076978,1.24103003,1.325679676,0.854271318,1.015628409,1.389725983,1.015329663
ZNF410,1.342094862,1.203610474,1.088512078,1.758544857,1.444542543,1.142266482,0.865544918,1.548057581,1.657111906,1.472205116,1.68155671,1.763324799,1.281729499,1.646864833,1.724678266,0.89480531
RNMT,1.338790453,1.204754132,0.551319446,0.051003872,1.223966583,1.431064319,1.121065853,0.975808264,1.34099823,1.182434911,1.324673145,1.352808802,1.203862859,1.28748216,1.275897314,0.95410612
C9orf78,1.302724992,1.232449978,1.00870107,1.275173096,1.477055527,1.613568902,1.348505605,1.327811999,1.78092418,1.617694238,1.609897349,1.713693027,1.268956878,1.608429858,1.58162851,1.462392607
NLRP11,1.300321736,1.225982433,2.011571289,2.598078643,1.380054687,0.985445292,0.977606421,2.168346603,1.847764101,0.877905706,1.864554627,2.002369549,0.916727757,1.032081402,2.142607185,2.488181127
AC090527.3,1.249545165,1.271366177,1.826045762,2.456888997,0.9690085,1.227860235,0.394985115,1.532890377,1.562220278,1.023079119,1.633700791,1.214272269,0.869442301,1.094416271,1.309768736,1.744875642
RTN3,1.287378646,1.224033479,0.951249825,1.54279668,1.775459056,1.75230887,1.916694086,1.81500462,1.824848557,1.723056578,1.75210179,1.860619997,1.596521775,1.976788363,1.818464426,1.050830446
CCNK,1.255469823,1.250320933,1.20941903,1.478848335,0.956023465,1.094443875,0.364577821,1.180204752,0.898828534,0.7188913,0.961638946,1.027235412,0.552526591,0.662439642,1.037709295,1.291811135
IMMT,1.237423335,1.265653272,1.367426558,1.875204499,1.405040556,1.48026931,1.291383504,1.653303417,1.299616894,1.489240246,1.576167137,1.482693686,1.384801458,1.422798238,1.610661547,1.589780763
RBM4B,1.214394492,1.269098065,1.193743027,1.629656037,1.343704129,1.117390959,1.299800506,1.259070643,1.406678111,0.945078086,1.315607443,1.208356155,1.043949063,1.09555429,1.406016497,1.349355635
DTL,1.286814374,1.191182056,1.446458195,2.077757263,1.290369728,1.18676794,1.385634807,1.689607186,1.278966731,1.674541557,1.602128415,1.535039782,1.440004981,1.428996882,2.014315202,1.770896077
SF3B1,1.274673153,1.190204193,0.831995951,1.043114994,1.438749084,1.307991023,1.411194293,1.476992395,1.56255586,1.533201561,1.523667272,1.514981963,1.476233809,1.274361781,1.578791015,1.449273469
SSR1,1.274317215,1.180628436,1.038259226,1.551672456,1.416888035,1.184335334,1.309056904,1.250981782,1.156444048,1.275303751,1.463318475,1.645812566,1.138996068,1.5738406,1.285021874,1.52262274
NUDT21,1.284203713,1.168390223,1.637306867,2.032383824,1.211795763,1.540101629,1.48787958,1.428115023,1.435081771,1.723754321,1.46168997,1.526120653,1.479885985,1.407039587,1.50204141,1.768879375
MGME1,1.143931163,1.297752416,1.21698962,1.563118191,1.69453281,1.761710487,1.328019581,1.459364589,1.128654148,1.659458096,1.499357388,1.478429982,1.615707599,1.504767223,1.783592533,1.638369934
GNAI3,1.222963463,1.216228341,1.135144895,1.626964708,1.55120643,1.276622186,1.514664797,1.584425304,1.828109012,1.654603848,1.839747572,1.701216844,1.477037736,1.647844653,1.845632819,1.488048578
NLRP9,1.224443967,1.201130183,2.379432977,3.044135067,1.382929723,1.195177072,0.730202049,2.060782048,1.314899235,0.817466865,1.785227087,1.558936335,0.470217706,0.490697977,1.806746765,2.250419026
TADA1,1.276278623,1.148651825,1.468702299,1.763589989,1.471295164,1.105341129,1.664915436,1.430284719,1.423131731,1.831748169,1.343871764,1.41603841,1.687173667,1.669809125,1.818267581,1.782358325
GYG1,1.19640806,1.224352781,2.17038377,2.57256226,1.371447842,1.026728919,1.053524807,1.92031188,1.26800126,0.867779514,1.612881191,1.574139307,1.102515,0.701243913,1.235163941,2.180226549
MLX,1.216576242,1.189861846,1.46770975,2.146292416,1.4695565,1.44313448,1.511860911,1.514681341,1.620795744,1.657088185,1.657246652,1.664070342,1.397906654,1.580335828,1.655462113,1.510997433
TYW1,1.244744324,1.145222208,0.802728994,0.730677241,1.193315535,1.323717917,1.123644567,1.456593295,1.484403061,1.289096413,1.571142366,1.65107216,1.133094487,1.400195599,1.486302368,0.901212715
SSU72P4,1.11770173,1.271428714,0.339666647,0.65344205,1.905724931,-0.430659103,-0.086362602,0.848780525,1.183131702,2.989818633,1.528388802,1.643793464,0.432887873,1.139498755,2.547177478,0.73452701
STX12,1.152215688,1.233235127,1.220794783,1.79403065,0.977787097,1.372023798,1.123219015,1.259379321,1.362122982,1.368226975,1.519299103,1.641925331,1.154030023,1.556476449,1.490909817,1.472253825
FCF1,1.187320166,1.177419614,0.866426764,0.753273428,0.891077832,1.196676538,0.934091286,1.129144749,1.114690698,1.174632187,1.173377432,1.343649802,1.184217138,1.218445696,1.300290414,1.211593841
CLSPN,1.246399562,1.116843701,1.07651736,1.039424625,0.942341825,1.229948709,1.029418248,1.052338196,1.407695507,1.164846896,1.449907408,1.333716202,1.059953541,1.221610988,1.41314614,1.304706862
C3orf56,1.235171775,1.126075208,2.780003398,3.409025904,1.623790064,-0.393967823,1.250989335,2.351144957,1.4859493,1.118664107,1.621312159,1.691337394,0.607238573,1.110989818,2.280763839,2.654107781
ARCN1,1.276315176,1.076402663,1.281166818,1.687275712,1.157269652,1.32582506,1.432354594,1.475777352,1.503216599,1.451603472,1.299560901,1.640976171,1.378771524,1.203386764,1.588260275,1.356882313
TYW1B,1.24486222,1.090081265,0.25366651,0.584656371,0.56868282,0.949974301,0.759405527,1.457974496,1.330311682,0.965735654,1.335400325,0.991677374,0.642997811,0.768904367,0.936806943,0.153826141
XRN2,1.246579573,1.084855352,1.630169357,1.978276499,1.50123048,1.596223552,1.558001968,1.450743184,1.143925239,1.536447835,1.454312256,1.51373099,1.616388961,1.410271471,1.669255405,1.848394327
STK17B,1.200348636,1.130132982,0.613912508,0.736075165,1.056115166,1.018405461,0.643054819,1.158711597,1.337753883,1.230794431,1.264217185,0.6931311,0.533140615,1.070719636,1.353415706,0.8764945
PROSER1,1.155521864,1.163280968,2.186852691,2.788649789,1.327412068,0.980087312,0.817064088,1.81259186,1.127303103,0.498515107,1.478768446,1.205129629,0.544015926,0.660406287,2.058518644,2.062474431
RAE1,1.19254125,1.125671208,1.697852605,2.19680547,1.53484123,1.729807329,1.736379529,1.268837629,1.222373581,1.808733163,1.654474283,1.638324194,1.608922708,1.767025558,1.701892592,1.672843926
BTRC,1.141894188,1.170824466,1.655469122,2.127420681,1.403990812,1.409270192,1.544307461,1.351072395,1.552178781,1.738702806,1.583168384,1.637757229,1.429390163,1.65571762,1.628466279,1.599910569
AC129492.3,1.10249099,1.208965633,1.247808105,1.461240635,1.462080997,1.513321232,1.237054379,1.621014482,1.579241419,0.815228845,1.07463179,1.938496609,0.48615125,1.525334197,1.352910557,1.610065795
RLIM,1.183269844,1.127835354,0.816971097,1.127169614,1.6589817,0.991259267,0.726677177,1.093092337,1.512876958,1.088950026,1.651479507,1.429517956,0.876422869,1.310575856,1.164911427,0.937999461
OSTF1,1.035507784,1.275126077,1.592967874,1.797915451,1.383725267,1.562475468,1.126246056,1.247628638,1.789772225,1.37595993,1.579926319,1.592986722,1.114007824,1.386251874,1.492123422,1.54404211
ELOVL5,1.169805467,1.138823855,1.865049759,2.293026924,1.403527674,1.171569085,1.075057648,1.601533851,1.425599099,0.84333134,1.372245144,1.453185432,0.845477634,0.871673442,1.521233958,2.104995198
AC091167.6,1.148594944,1.155825937,1.616898784,2.025981364,1.936495898,1.665665966,1.493983905,2.135552743,1.91849428,2.027571796,1.804140932,1.987314979,1.804660954,1.699503338,1.911182653,1.771522883
CENPO,1.222898675,1.080248357,1.430988927,1.56028607,1.213843655,1.237279372,1.014639436,1.380790161,1.350042146,1.231648083,1.418859307,1.348005932,1.052103876,1.400783526,1.333863722,1.417461798
ZNF143,1.163903456,1.139041791,1.50289626,1.795723365,1.371824354,1.284676351,1.183468577,1.493821368,1.808269055,1.452570833,1.547740256,1.457580964,1.285311739,1.519639277,1.752326538,1.603376728
PRPF3,1.199944834,1.084738914,0.688982341,0.782583994,0.804557066,1.278670683,1.069607563,1.170399768,1.400381214,1.459156787,1.28464251,1.248082639,0.996917818,1.065411326,1.667988489,0.894910256
POLR1E,1.170040697,1.111532687,1.051333151,1.029831641,1.05574404,1.292613774,1.219267202,0.780943095,1.455032404,1.406544438,1.299694879,1.175277208,0.952189241,1.108569083,1.412197035,1.061580637
TUBA4B,1.206857705,1.07430471,2.141078662,2.299741271,1.033797972,0.545808184,0.930572055,1.362239247,1.511215906,-0.088932617,1.360834348,1.284861656,0.090298623,0.7053835,1.588203111,2.031287653
CALCOCO2,1.169984911,1.098618117,0.819392893,1.155496363,0.869776945,1.246009848,1.061381599,1.329146384,1.264385438,1.271290609,1.289367959,1.435378938,0.77253748,1.435521709,1.411328564,1.223609367
TRAFD1,1.182969008,1.084668131,2.035847821,2.605649866,1.047619829,1.063766311,0.812868054,1.775379734,1.228555876,1.168875338,1.373358949,1.239107196,0.664422893,1.020619793,1.806099622,1.923802852
GPN1,1.201566209,1.060632976,1.289516531,1.810385855,1.542117986,1.450527917,1.507709511,1.54893722,1.657959363,1.701392079,1.798570382,1.667717126,1.704202214,1.326387976,1.657699189,1.422526206
PRC1,1.216624244,1.023538053,1.314903651,0.687230381,1.323248799,1.244763357,0.843826987,1.456543511,1.33847761,1.205182432,1.189443709,1.493093314,1.086443122,1.229837157,1.352367585,1.706837645
BAG5,1.203156409,1.028859873,0.428671011,0.568335044,1.42324063,1.301003286,0.946746002,1.51143467,1.582195223,1.408223,1.57798682,1.779044977,1.298565124,1.597805062,1.361320919,0.833315185
ENSA,1.183380432,1.041921732,1.287653348,1.750718432,1.462396079,1.24923855,1.374161769,1.294592625,1.509994053,1.37310463,1.41037535,1.299644386,1.125490817,1.403548504,1.674860498,1.473678496
PRAMEF14,1.06562666,1.158275244,-1,-0.856847266,1.394701747,0.637416857,0.086414256,1.913257982,1.395007469,1.169499474,0.939904597,1.635679141,0.00645985,0.525237051,1.745647298,-1
MRPL2,1.100953349,1.121136176,1.444377419,1.787479815,1.610565417,1.437493238,1.66194636,1.401493594,1.462931254,1.664202665,1.515071379,1.737387316,1.493659467,1.595205897,1.75048587,1.721405139
NPM3,1.000242052,1.221113388,2.330066199,3.164524755,1.826683296,1.447160513,0.761241065,1.700087568,1.242313289,0.714312488,1.275223104,1.071972169,-0.008222145,0.620421949,1.75907771,1.815677213
SLC6A5,1.195273208,1.025180885,1.625501462,1.898472098,0.820662579,0.48093336,0.417495276,1.417302759,0.857369892,0.238922343,1.149233897,0.888809971,0.244367435,0.440340351,0.569201914,1.643179972
TOMM34,1.035548603,1.183463453,1.779560491,2.231396692,0.81041487,1.088444771,0.905716351,1.72033001,1.133632144,0.756790404,1.010361873,1.130129763,0.991188583,0.827594247,1.403422191,1.914201896
AC120114.4,0.921057672,1.294042307,1.802125082,2.267258109,1.229022607,1.722999464,1.382759034,1.817229107,1.476807001,1.874070812,1.422595256,1.798846828,1.58919591,1.581163145,1.837596139,2.000327986
POLD3,1.083747648,1.1235057,1.29711855,1.78443983,1.187472213,1.332650707,1.312881561,1.372996645,1.067717165,1.285815784,1.333283401,1.347631867,1.331989187,1.249008939,1.57195013,1.690822519
CIART,1.135130177,1.069825828,1.127876207,1.233196753,1.244576955,1.785645794,1.444160848,1.096926884,1.689371867,1.93559726,1.699168603,1.040794693,1.155893966,1.716900743,1.578721774,1.496860157
ZCCHC7,1.101793112,1.096555136,1.56318386,1.640783946,1.374630136,1.689917599,1.511574568,1.410139238,1.595180307,1.713963809,1.588403264,1.572694248,1.433194232,1.343768682,1.633843907,1.80519729
DNAJC7,1.125950116,1.071600729,0.614808556,0.411476938,1.142901369,1.333301746,1.075708241,1.119218596,1.161744028,1.213735248,1.062749278,1.216422443,1.014799339,0.897252557,1.396993954,1.23503504
KIF4A,1.146828546,1.045924705,1.288706314,1.443062775,1.362104187,1.342117383,1.495036207,1.452706839,1.341967025,1.264616679,1.483384294,1.432227794,1.225691189,1.511146708,1.667400367,1.744913698
PRAMEF13,1.052641654,1.128329931,-1,-1,0.728314492,-0.178759928,-0.844359013,0.900482066,1.410759023,0.25670313,0.307711433,1.081268832,-0.630867385,0.098375307,1.027286307,-0.850281809
PRPF6,1.091609986,1.087026424,1.381810298,1.107536586,0.899043986,1.369987807,0.795781473,1.225370544,0.774946304,0.955344989,0.865462164,0.92409731,0.56988528,0.822063156,1.154044599,1.221689334
AP001931.2,1.16995496,1.007372194,1.360283201,1.817180085,1.675395829,1.600846834,1.67503409,1.827836728,1.744394072,1.743354285,1.635501742,1.83296934,1.683019286,1.640851374,2.00426074,1.77944309
NMRK2,0.980015332,1.196164021,1.826642968,1.902286451,1.078294018,1.90850239,0.664641412,1.167857651,1.27566878,1.096719577,1.045407873,1.174886013,-0.11409964,1.262223678,1.103885785,1.291575069
TRIP12,1.111064145,1.062592136,1.340190206,1.850276162,1.203150697,1.344921554,1.368750876,1.400788478,1.262641378,1.492732739,1.574699798,1.526408552,1.452638076,1.396408247,1.609210524,1.631449451
MAX,1.119687659,1.050097354,1.710749299,2.220562029,1.783293496,1.536916336,1.080133839,1.532000396,1.32678631,1.237307426,1.51210593,1.63414099,1.130933003,1.635093813,1.560315244,1.526278007
FIGLA,1.174538054,0.99332987,2.127921411,2.278325496,0.170245576,1.008579734,0.04938938,1.211905888,1.110005208,-0.255298503,0.80389474,0.862515214,-0.152367568,0.3971708,0.972479624,1.709221439
UIMC1,1.009256227,1.157171073,1.150852496,1.595258948,0.771609452,0.860969162,0.925510006,1.184528185,1.301362972,0.896148636,1.276649728,1.336292989,0.650200539,1.321028731,1.33079108,1.320834793
TULP3,1.082783217,1.077983114,2.181831302,2.717996019,1.587373274,1.389759333,1.588501402,1.973626913,2.015711743,1.767547149,1.704438721,1.819375186,1.351478584,1.719927535,2.133333208,2.314743989
CENPL,1.094723577,1.063050285,0.799931603,1.258461765,1.007897056,0.999211794,0.996062512,1.364582742,1.410863304,1.050474749,1.240521783,1.424403518,1.031896349,1.235942789,1.260398389,1.160159329
